# Line counts for every .c/.h/.py/.sh in rsync 3.5.0, the pinned upstream source.
# Lets the citation gate run where the source tree is absent (the required
# nextest cell does not fetch it). rsync 3.5.0 is a released tarball and is
# immutable, so this cannot drift; it is regenerated only when the pin moves.
# The key set is also the gate's answer to "does this upstream file exist", so
# a name missing here is a citation defect, not a manifest gap.
# Regenerate: cargo xtask citations --write-manifest  (needs the source present)
testsuite/daemon-deny-dns-failopen_test.py	70
testsuite/daemon-dot-file-force-wipe_test.py	60
testsuite/daemon-early-exec-nameconv_test.py	146
testsuite/daemon-exclude-from-outside-module_test.py	60
testsuite/daemon-exclude-namebased_test.py	59
testsuite/daemon-exec-metachar-documented-limit_test.py	128
testsuite/daemon-exec-metachar-refused_test.py	115
testsuite/daemon-exec-rsync-env-shell-escape_test.py	32
testsuite/daemon-exec-second-shell-argument-injection_test.py	105
testsuite/daemon-exec-singlequote-injection_test.py	84
testsuite/daemon-exec_test.py	86
testsuite/daemon-filter-merge-bypass_test.py	132
testsuite/daemon-filter_test.py	88
testsuite/daemon-groupmap-wild_test.py	87
testsuite/daemon-gzip-download_test.py	29
testsuite/daemon-gzip-upload_test.py	29
testsuite/daemon-handshake-timeout_test.py	374
testsuite/daemon-http-proxy_test.py	159
testsuite/daemon-include-maxconn_test.py	118
testsuite/daemon-leaf-type-race-fchmod_test.py	444
testsuite/daemon-link-dest-escape_test.py	73
testsuite/daemon-max-alloc-zero_test.py	83
testsuite/daemon-module-chdir-symlink_test.py	99
testsuite/daemon-module-options_test.py	146
testsuite/daemon-module-private-parent_test.py	103
testsuite/daemon-munge_test.py	53
testsuite/daemon-namecvt-empty-response_test.py	191
testsuite/daemon-namecvt-newline-token_test.py	91
testsuite/daemon-path-root-read_test.py	79
testsuite/daemon-path-rsync-var_test.py	52
testsuite/daemon-proxy-protocol_test.py	239
testsuite/daemon-refuse-compress-threads-alias_test.py	163
testsuite/daemon-refuse-compress_test.py	52
testsuite/daemon-refuse-delete-alias_test.py	109
testsuite/daemon-refuse_test.py	79
testsuite/daemon-scan-cwd-desync_test.py	76
testsuite/daemon-scan-dir-escape_test.py	99
testsuite/daemon-secrets-file-symlink_test.py	157
testsuite/daemon-size-arg-overflow_test.py	76
testsuite/daemon-standalone-detach_test.py	137
testsuite/daemon-strict-modes-matrix_test.py	141
testsuite/daemon-subdir-climb-symlink_test.py	63
testsuite/daemon-symlink-escape-matrix_test.py	286
testsuite/daemon-unix-socket-atfd_test.py	36
testsuite/daemon-zstd-thread-exhaustion_test.py	141
testsuite/daemon_test.py	136
testsuite/deep-path_test.py	59
testsuite/delay-updates-deep_test.py	62
testsuite/delay-updates_test.py	31
testsuite/delete-deep_test.py	107
testsuite/delete-missing-args-files-from_test.py	80
testsuite/delete_test.py	105
testsuite/dest-symlinked-dir_test.py	40
testsuite/devices-fake_test.py	163
testsuite/devices_test.py	163
testsuite/dir-sgid_test.py	98
testsuite/dirs_test.py	33
testsuite/duplicates_test.py	49
testsuite/early-input-symlink_test.py	148
testsuite/exclude-implied-trailing-backslash_test.py	98
testsuite/exclude-lsh_test.py	321
testsuite/exclude_test.py	321
testsuite/excludefrom-symlink_test.py	120
testsuite/executability_test.py	49
testsuite/exitcodes.py	17
testsuite/fake-super-acl-xattr_test.py	112
testsuite/fake-super-backup-fifo-regression_test.py	207
testsuite/file-to-file-mkpath-dry-run_test.py	62
testsuite/files-from-depth_test.py	94
testsuite/files-from-leak_test.py	181
testsuite/files-from-path-clamp_test.py	65
testsuite/files-from_test.py	51
testsuite/filter-depth_test.py	71
testsuite/filter-leak_test.py	183
testsuite/filter-merge-content-echo_test.py	294
testsuite/filter-merge-recursion_test.py	62
testsuite/filter-merge-symlink_test.py	100
testsuite/fleettest.py	1403
testsuite/fuzzy-basis_test.py	45
testsuite/fuzzy_test.py	34
testsuite/git-set-file-times-python-compat-regression_test.py	30
testsuite/growing-file_test.py	105
testsuite/hands_test.py	63
testsuite/hardlinks-deep_test.py	36
testsuite/hardlinks_test.py	113
testsuite/hashsearch-chain_test.py	108
testsuite/hashtable-overflow_test.py	37
testsuite/highfd-hang_test.py	130
testsuite/inband-modname-leak_test.py	67
testsuite/inplace_test.py	71
testsuite/insecure-links-admin-optout_test.py	90
testsuite/io-noop-flood-recursion_test.py	90
testsuite/io-nosend-flood-recursion_test.py	100
testsuite/io-readargs-argv-nullwrite_test.py	90
testsuite/itemize_test.py	253
testsuite/iwildmatch-fold_test.py	22
testsuite/keep-dirlinks-rule_test.py	82
testsuite/keep-dirlinks-symlinked-dest_test.py	37
testsuite/ki58-log-format-percent_test.py	131
testsuite/ki62-io-error-mask_test.py	156
testsuite/ki72-safe-links-backup_test.py	129
testsuite/ki73-cvs-clear-list_test.py	40
testsuite/link-dest-module-escape_test.py	67
testsuite/link-dest-pathroot_test.py	62
testsuite/link-dest-relative-basis_test.py	118
testsuite/link-dest-symlink-enotsup_test.py	202
testsuite/links_test.py	65
testsuite/log-control-chars_test.py	40
testsuite/log-file-symlink_test.py	129
testsuite/longdir_test.py	34
testsuite/macos-setgid-ordinary-mode-regression_test.py	116
testsuite/malicious-dot-dir-delete-scope_test.py	98
testsuite/malicious-dot-file-delete-scope_test.py	94
testsuite/malicious-sender-delete-scope_test.py	180
testsuite/malicious-server-partial-basis-symlink-overwrite_test.py	231
testsuite/match-append-empty-nullmap_test.py	84
testsuite/match-want-i-nolen_test.py	94
testsuite/max-alloc-zero-rejected_test.py	9
testsuite/merge_test.py	89
testsuite/metadata-depth_test.py	57
testsuite/misc-coverage_test.py	125
testsuite/missing_test.py	58
testsuite/mkpath_test.py	76
testsuite/mkvariety.py	126
testsuite/msg-io-timeout-overflow_test.py	87
testsuite/msg-io-timeout-zero_test.py	114
testsuite/mutatefns.py	84
testsuite/nested-socket-specials_test.py	55
testsuite/no-implied-dirs-symlink_test.py	72
testsuite/nondaemon-symlink-race_test.py	87
testsuite/nonroot-restrictive-perms_test.py	107
testsuite/omit-times_test.py	58
testsuite/open-noatime_test.py	62
testsuite/operator-path-backup-dir-daemon_test.py	47
testsuite/operator-path-backup-dir-exclude-daemon_test.py	65
testsuite/operator-path-backup-dir_test.py	33
testsuite/operator-path-backup-rmdir_test.py	115
testsuite/operator-path-backup-symlink_test.py	115
testsuite/operator-path-compare-dest_test.py	36
testsuite/operator-path-copy-dest_test.py	37
testsuite/operator-path-dir-daemon-inmodule_test.py	39
testsuite/operator-path-dir-daemon-leaf_test.py	59
testsuite/operator-path-dir-daemon-mkdir_test.py	43
testsuite/operator-path-dir-daemon-outside_test.py	56
testsuite/operator-path-files-from_test.py	29
testsuite/operator-path-inplace-backup-dir_test.py	37
testsuite/operator-path-insecure-links-daemon_test.py	63
testsuite/operator-path-insecure-links-refused_test.py	43
testsuite/operator-path-link-dest_test.py	41
testsuite/operator-path-log-file_test.py	28
testsuite/operator-path-partial-dir-daemon_test.py	77
testsuite/operator-path-partial-dir-exclude-daemon_test.py	63
testsuite/operator-path-partial-dir_test.py	80
testsuite/operator-path-temp-dir_test.py	43
testsuite/operator-path-traversal-backup-dir-daemon_test.py	67
testsuite/operator-path-traversal-dest-dir-daemon_test.py	62
testsuite/operator-path-traversal-partial-dir-daemon_test.py	67
testsuite/operator-path-write-batch_test.py	27
testsuite/output-options_test.py	146
testsuite/ownership-depth_test.py	121
testsuite/partial-dir-abs-delta_test.py	76
testsuite/partial-protected-regular-retry-linux_test.py	385
testsuite/partial-protected-regular-retry-policy_test.py	265
testsuite/partial_nowrite_test.py	70
testsuite/partial_test.py	139
testsuite/password-file-symlink_test.py	155
testsuite/peer-legacy-implied-delete-scope_test.py	122
testsuite/perftest.py	506
testsuite/preallocate_test.py	156
testsuite/protected-regular_test.py	80
testsuite/proto-cleared-dirflist_test.py	85
testsuite/proto-cleared-ndx_test.py	77
testsuite/proto-hlink-flag-oob_test.py	88
testsuite/proto-hlink-gnum_test.py	85
testsuite/proto-msg-info-assert_test.py	80
testsuite/proto-parent-ndx-empty-dirflist_test.py	117
testsuite/proto-sender-selftest_test.py	97
testsuite/proto-subflist-freed_test.py	82
testsuite/proxy-connect-request-too-long_test.py	10
testsuite/proxy-host-crlf_test.py	70
testsuite/proxy-protocol-trusted-peer_test.py	46
testsuite/proxy-response-header-too-long_test.py	10
testsuite/proxy-response-line-too-long_test.py	102
testsuite/prune-empty-dirs_test.py	45
testsuite/readonly-partial-abort-mode-regression_test.py	171
testsuite/recv-discard-nullderef_test.py	126
testsuite/recv-generator-acl-leak_test.py	68
testsuite/relative-content_test.py	42
testsuite/relative-implied-symlink_test.py	49
testsuite/relative-implied_test.py	54
testsuite/relative-mkpath-dir-symlink_test.py	64
testsuite/relative-mkpath-symlink_test.py	74
testsuite/relative-symlinked-parent-dotdot_test.py	37
testsuite/relative-symlinked-parent_test.py	35
testsuite/relative_test.py	111
testsuite/remote-shell-newline-escaping_test.py	38
testsuite/rename-fullpath-symlink-race_test.py	116
testsuite/rename-mixed-parent-escape-poc_test.py	52
testsuite/rename-mixed-parent-symlink-race_test.py	43
testsuite/rename-mixed-parent-transfer_test.py	151
testsuite/reverse-daemon-delta_test.py	127
testsuite/rrsync-alt-dest-inband-pivot_test.py	144
testsuite/rrsync-archive-mode_test.py	47
testsuite/rrsync-backup-dir-inband-pivot_test.py	224
testsuite/rrsync-copy-unsafe-links-denied_test.py	50
testsuite/rrsync-debug-denied_test.py	78
testsuite/rrsync-files-from-stdin_test.py	120
testsuite/rrsync-logfile-symlink_test.py	26
testsuite/rrsync-merge-file-confine_test.py	139
testsuite/rrsync-no-overwrite-backup-collision_test.py	99
testsuite/rrsync-no-overwrite-delay-updates_test.py	67
testsuite/rrsync-no-overwrite-logfile_test.py	73
testsuite/rrsync-no-overwrite-partial-dir_test.py	75
testsuite/rrsync-pull-arg-shapes_test.py	220
testsuite/rrsync-pull-delivers-content_test.py	105
testsuite/rrsync-sender-leaf-flip_test.py	136
testsuite/rrsync-sender-parent-pin_test.py	184
testsuite/rrsync-specials-denied_test.py	225
testsuite/rrsync-symlink_test.py	151
testsuite/rrsync-write-only-files-from_test.py	68
testsuite/rsync-ssl-hostname-validation_test.py	59
testsuite/rsync-ssl-openssl-hostname-check_test.py	58
testsuite/rsync-ssl-stunnel-ca-required_test.py	56
testsuite/rsync-ssl-stunnel-hostname-check_test.py	73
testsuite/rsync_proto.py	1073
testsuite/rsyncfns.py	2904
testsuite/safe-arg-leak_test.py	22
testsuite/safe-links-absolute-intree_test.py	86
testsuite/safe-links-unsafe-def_test.py	130
testsuite/safe-links_test.py	51
testsuite/scanner-argv-bounds_test.py	50
testsuite/scanner-batch-flag-mismatch_test.py	54
testsuite/scanner-daemon-log-checksum_test.py	42
testsuite/scanner-delete-delay-overread_test.py	34
testsuite/secure-relpath-validation_test.py	30
testsuite/sender-flist-symlink-leak_test.py	100
testsuite/sender-readlink-atfd_test.py	54
testsuite/sender-remove-source-relative-anchor_test.py	39
testsuite/sender-remove-source-root-anchor_test.py	80
testsuite/sender-remove-source-secure_test.py	70
testsuite/sender-scan-dir-escape_test.py	110
testsuite/simd-checksum_test.py	20
testsuite/size-filter_test.py	54
testsuite/skiplist-spec_test.py	174
testsuite/source-change-size-continues_test.py	213
testsuite/sparse_test.py	59
testsuite/ssh-basic_test.py	56
testsuite/stdio_daemon.py	63
testsuite/stop-time_test.py	45
testsuite/symlink-dest-backupdir_test.py	73
testsuite/symlink-dirlink-basis_test.py	201
testsuite/symlink-exclude-chdir-alias_test.py	61
testsuite/symlink-exclude-component_test.py	62
testsuite/symlink-exclude-deep_test.py	64
testsuite/symlink-exclude-leaf_test.py	51
testsuite/symlink-exclude-meta_test.py	57
testsuite/symlink-exclude-xattr_test.py	70
testsuite/symlink-exclude_test.py	54
testsuite/symlink-ignore_test.py	28
testsuite/symlink-mknod-fakesuper-symlink-race_test.py	104
testsuite/symlink-race-dest_test.py	76
testsuite/symlink-race-relative-dest_test.py	85
testsuite/symlink-race-source_test.py	121
testsuite/temp-dir-symlink-injection_test.py	143
testsuite/temp-dir_test.py	61
testsuite/trimslash_test.py	41
testsuite/uidlist-id0-name-leak_test.py	56
testsuite/unsafe-byname_test.py	77
testsuite/unsafe-links_test.py	82
testsuite/update_test.py	78
testsuite/variety-symlink-traversal_test.py	174
testsuite/variety_test.py	237
testsuite/wildmatch_test.py	49
testsuite/write-batch-filter-injection_test.py	54
testsuite/write-batch-quoting_test.py	54
testsuite/xattr-wire-cap_test.py	97
testsuite/xattrs-depth_test.py	52
testsuite/xattrs-hlink_test.py	265
testsuite/xattrs_test.py	265
testsuite/xrsync.py	164
testsuite/xrsync_test.py	130
tls.c	299
token.c	1146
trimslash.c	47
uidlist.c	623
usage.c	390
util1.c	1974
util2.c	145
version.h	2
wildtest.c	228
xattrs.c	1388
zlib/adler32.c	167
zlib/compress.c	70
zlib/crc32.c	399
zlib/crc32.h	441
zlib/deflate.c	1970
zlib/deflate.h	343
zlib/gzguts.h	209
zlib/inffast.c	319
zlib/inffast.h	11
zlib/inffixed.h	94
zlib/inflate.c	1497
zlib/inflate.h	126
zlib/inftrees.c	300
zlib/inftrees.h	62
zlib/trees.c	1155
zlib/trees.h	128
zlib/zconf.h	511
zlib/zlib.h	1769
zlib/zutil.c	309
zlib/zutil.h	251
